FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Type of Transaction,Type of Property,Total Consideration
S92000003,Scotland,Country,2018-03,Count,Transactions,610,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-03,Count,Transactions,330,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2018-03,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-03,Count,Transactions,190,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2018-03,Count,Transactions,1070,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2018-03,Count,Transactions,490,Lease,All,Not Applicable
S92000003,Scotland,Country,2018-03,Count,Transactions,590,Conveyance,Non-residential,All
S92000003,Scotland,Country,2018-04,Count,Transactions,660,Conveyance,Non-residential,All
S92000003,Scotland,Country,2018-04,Count,Transactions,2680,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-04,Count,Transactions,1810,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2018-03,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2018-03,Count,Transactions,2340,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-04,Count,Transactions,160,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2018-02,Count,Transactions,1670,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-02,Count,Transactions,150,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2018-03,Count,Transactions,7330,All,Residential,Not Applicable
S92000003,Scotland,Country,2018-03,Count,Transactions,3660,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2018-02,Count,Transactions,520,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2018-02,Count,Transactions,240,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2018-02,Count,Transactions,5600,All,Residential,Not Applicable
S92000003,Scotland,Country,2018-03,Count,Transactions,670,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2018-03,Count,Transactions,1790,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2018-03,Count,Transactions,7330,Conveyance,Residential,All
S92000003,Scotland,Country,2018-03,Count,Transactions,280,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-03,Count,Transactions,8400,All,All,Not Applicable
S92000003,Scotland,Country,2018-03,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
